,Unnamed: 0,key,state,year,confined_population,adult_male,adult_female,juvenile_male,juvenile_female,white_population,black_population,hispanic_population,native_american_population,asian_population,native_hawaiian_pacific_islander_population,two_or_more_race_population,other_population,pct_adult_male,pct_adult_female,pct_juvenile_male,pct_juvenile_female,pct_white,pct_black,pct_hispanic,pct_native_american,pct_asian,pct_native_hawaiian_pacific_islander,pct_two_or_more_races,pct_other
10,10,AL - 2018,AL,2018,8066,6919,1119,28,0,4016,3606,325,6,25,0,44,28,0.8577981651376146,0.13873047359285892,0.0034713612695264073,0.0,0.4978923878006447,0.4470617406397223,0.0402925861641458,0.00074386312918423,0.0030994297049342927,0.0,0.0054549962806843535,0.0034713612695264073
21,21,AR - 2018,AR,2018,3144,2540,591,12,1,1241,243,99,8,17,0,4,0,0.8078880407124682,0.1879770992366412,0.0038167938931297713,0.00031806615776081433,0.3947201017811705,0.07729007633587788,0.031488549618320615,0.002544529262086514,0.005407124681933842,0.0,0.001272264631043257,0.0
32,32,AZ - 2018,AZ,2018,12101,9971,2008,115,7,6765,1880,2303,949,79,25,0,0,0.8239814891331295,0.16593669944632675,0.009503346830840429,0.0005784645897033303,0.5590447070490042,0.15535906123460871,0.19031485001239568,0.07842327080406578,0.006528386083794728,0.0020659449632261795,0.0,0.0
45,45,CA - 2018,CA,2018,74230,64425,9805,0,0,21112,15306,33113,627,1322,410,468,815,0.8679105482958372,0.13208945170416272,0.0,0.0,0.2844133099824869,0.20619695540886435,0.44608648794288025,0.008446719655125959,0.017809510979388387,0.005523373299205174,0.006304728546409807,0.010979388387444429
56,56,CO - 2018,CO,2018,10491,8613,1878,0,0,5735,1693,1841,61,63,11,0,0,0.8209894195024307,0.17901058049756935,0.0,0.0,0.5466590410828329,0.16137641788199408,0.1754837479744543,0.0058145076732437325,0.006005147269087789,0.0010485177771423122,0.0,0.0
67,67,DC - 2018,DC,2018,2034,1874,142,18,0,60,1774,90,0,4,0,0,106,0.9213372664700098,0.06981317600786628,0.008849557522123894,0.0,0.029498525073746312,0.872173058013766,0.04424778761061947,0.0,0.0019665683382497547,0.0,0.0,0.05211406096361849
78,78,FL - 2018,FL,2018,44982,37729,6946,291,16,19357,17669,4698,25,78,4,3,94,0.8387577253123472,0.15441732248454934,0.006469254368414033,0.0003556978346894313,0.4303276866302077,0.3928015650704727,0.10444177671068428,0.0005557778667022365,0.0017340269441109778,8.892445867235783e-05,6.669334400426837e-05,0.002089724778800409
89,89,GA - 2018,GA,2018,27588,23291,4086,189,22,11891,13245,1987,18,140,193,28,13,0.8442438741481804,0.14810787298825576,0.00685080469769465,0.0007974481658692185,0.4310207336523126,0.4801000434971727,0.07202406843555169,0.0006524575902566332,0.005074670146440481,0.006995795273307235,0.0010149340292880964,0.0004712193707409018
100,100,IA - 2018,IA,2018,2273,1912,354,7,0,1047,547,239,46,21,0,0,373,0.8411790585129785,0.15574131104267488,0.0030796304443466787,0.0,0.4606247250329961,0.24065112186537616,0.10514738231412232,0.020237571491421028,0.009238891333040036,0.0,0.0,0.16410030796304442
111,111,ID - 2018,ID,2018,2910,2264,646,0,0,2178,104,431,90,30,1,2,0,0.7780068728522337,0.2219931271477663,0.0,0.0,0.7484536082474227,0.035738831615120266,0.14810996563573886,0.030927835051546393,0.010309278350515464,0.0003436426116838488,0.0006872852233676976,0.0
122,122,IL - 2018,IL,2018,10508,9557,951,0,0,2279,6516,1571,9,100,1,7,0,0.9094975256947088,0.0905024743052912,0.0,0.0,0.21688237533307955,0.6200989722116482,0.14950513894175865,0.0008564902931100113,0.009516558812333459,9.51655881233346e-05,0.0006661591168633423,0.0
133,133,IN - 2018,IN,2018,10586,8716,1810,52,8,6290,2356,566,4,26,2,110,0,0.8233515964481392,0.17098054033629326,0.0049121481201587006,0.0007557150954090307,0.5941809937653505,0.2225580955979596,0.05346684300018893,0.00037785754770451537,0.0024560740600793503,0.00018892877385225768,0.010391082561874172,0.0
144,144,KS - 2018,KS,2018,2709,2248,461,0,0,1659,741,278,19,11,0,0,0,0.8298265042451088,0.1701734957548911,0.0,0.0,0.6124031007751938,0.2735326688815061,0.10262089331856772,0.0070136581764488745,0.004060538944259874,0.0,0.0,0.0
155,155,KY - 2018,KY,2018,13947,11268,2679,0,0,9679,3578,486,10,19,1,76,2,0.8079156807915681,0.19208431920843191,0.0,0.0,0.6939843693984369,0.25654262565426256,0.03484620348462035,0.0007170000717000071,0.0013623001362300135,7.170000717000071e-05,0.005449200544920055,0.00014340001434000142
166,166,LA - 2018,LA,2018,22349,19843,2393,109,4,7628,12615,709,28,58,6,202,2,0.8878697033424314,0.10707414201977718,0.004877175712559846,0.00017897892523155402,0.34131281041657346,0.5644547854490134,0.031724014497292945,0.0012528524766208778,0.0025951944158575328,0.00026846838784733097,0.009038435724193477,8.948946261577701e-05
177,177,MA - 2018,MA,2018,6353,5940,413,0,0,2348,1653,2101,6,62,0,11,9,0.9349913426727532,0.06500865732724696,0.0,0.0,0.36958917047064377,0.2601920352589328,0.3307099008342516,0.0009444356996694477,0.009759168896584292,0.0,0.0017314654493939868,0.0014166535495041713
188,188,MD - 2018,MD,2018,7579,6666,831,76,6,2046,4711,629,10,38,3,1,0,0.8795355587808418,0.10964507190922283,0.010027708140915687,0.0007916611690196596,0.26995645863570394,0.6215859612086028,0.08299247921889431,0.0013194352816994323,0.005013854070457843,0.0003958305845098298,0.00013194352816994323,0.0
199,199,ME - 2018,ME,2018,359,311,48,0,0,315,37,5,1,1,0,0,0,0.8662952646239555,0.13370473537604458,0.0,0.0,0.8774373259052924,0.10306406685236767,0.013927576601671307,0.0027855153203342623,0.0027855153203342623,0.0,0.0,0.0
210,210,MI - 2018,MI,2018,10413,8692,1654,61,6,4627,4261,227,48,14,0,0,3,0.8347258234898685,0.1588399116489004,0.005858062037837319,0.0005762028233938347,0.4443484106405455,0.4092000384135216,0.021799673485066742,0.004609622587150678,0.0013444732545856142,0.0,0.0,0.00028810141169691736
221,221,MN - 2018,MN,2018,3885,3320,564,1,0,1489,1413,415,252,127,8,23,135,0.8545688545688546,0.14517374517374518,0.00025740025740025744,0.0,0.3832689832689833,0.3637065637065637,0.10682110682110682,0.06486486486486487,0.032689832689832686,0.002059202059202059,0.0059202059202059214,0.03474903474903475
232,232,MO - 2018,MO,2018,5674,4847,773,50,4,2579,2932,135,6,15,4,0,2,0.8542474444836095,0.1362354599929503,0.008812125484666901,0.0007049700387733521,0.4545294324991188,0.5167430384208671,0.02379273880860064,0.001057455058160028,0.0026436376454000705,0.0007049700387733521,0.0,0.00035248501938667606
243,243,MS - 2018,MS,2018,6778,6141,609,28,0,2665,3926,112,12,25,0,20,0,0.9060194747713188,0.08984951313071703,0.0041310120979640005,0.0,0.3931838300383594,0.5792269105930953,0.016524048391856002,0.0017704337562702863,0.003688403658896429,0.0,0.002950722927117144,0.0
254,254,MT - 2018,MT,2018,881,756,118,6,1,597,33,3,232,1,2,0,0,0.8581157775255391,0.13393870601589106,0.00681044267877412,0.0011350737797956867,0.677639046538025,0.03745743473325766,0.00340522133938706,0.2633371169125993,0.0011350737797956867,0.002270147559591373,0.0,0.0
265,265,NC - 2018,NC,2018,9229,7803,1118,205,103,3523,4969,407,57,23,2,3,240,0.8454870516849062,0.12113988514465272,0.02221259074655976,0.011160472423881244,0.3817314985372197,0.538411528876368,0.044100119189511316,0.00617618376855564,0.0024921443276628022,0.00021670820240546104,0.0003250623036081916,0.026004984288655327
276,276,ND - 2018,ND,2018,1011,844,167,0,0,512,133,52,281,5,3,15,0,0.8348170128585559,0.1651829871414441,0.0,0.0,0.506429277942631,0.13155291790306628,0.051434223541048464,0.27794263105835804,0.004945598417408506,0.002967359050445104,0.014836795252225518,0.0
287,287,NE - 2018,NE,2018,1611,1363,248,0,0,684,610,248,51,18,0,0,0,0.846058348851645,0.15394165114835506,0.0,0.0,0.4245810055865922,0.3786468032278088,0.15394165114835506,0.03165735567970205,0.0111731843575419,0.0,0.0,0.0
298,298,NH - 2018,NH,2018,886,747,139,0,0,589,122,149,4,0,4,0,0,0.8431151241534989,0.15688487584650113,0.0,0.0,0.6647855530474039,0.13769751693002258,0.16817155756207675,0.004514672686230248,0.0,0.004514672686230248,0.0,0.0
309,309,NJ - 2018,NJ,2018,7358,6590,766,1,1,1993,3323,1824,8,96,2,3,37,0.8956238108181571,0.10410437618918184,0.0001359064963305246,0.0001359064963305246,0.2708616471867355,0.4516172873063333,0.2478934493068769,0.0010872519706441968,0.013047023647730362,0.0002718129926610492,0.0004077194889915738,0.00502854036422941
320,320,NM - 2018,NM,2018,3460,2861,587,10,2,1420,211,1418,299,9,1,102,0,0.8268786127167629,0.16965317919075146,0.0028901734104046237,0.0005780346820809249,0.4104046242774567,0.060982658959537576,0.4098265895953757,0.08641618497109826,0.0026011560693641623,0.00028901734104046245,0.02947976878612717,0.0
331,331,NV - 2018,NV,2018,6748,5554,1170,24,0,2769,2133,1084,78,166,4,0,0,0.8230586840545346,0.17338470657972732,0.003556609365737997,0.0,0.4103438055720213,0.3160936573799644,0.16064018968583285,0.011558980438648487,0.024599881446354475,0.0005927682276229994,0.0,0.0
342,342,NY - 2018,NY,2018,14319,12767,1347,190,15,3763,6590,3335,97,230,1,0,280,0.8916125427753335,0.09407081500104757,0.013269083036524895,0.0010475591870940711,0.26279768140233256,0.4602276695299951,0.2329073259305817,0.006774216076541658,0.016062574202109086,6.983727913960473e-05,0.0,0.01955443815908932
353,353,OH - 2018,OH,2018,13888,11421,2450,17,0,7305,6024,405,1,17,0,9,20,0.8223646313364056,0.17641129032258066,0.0012240783410138248,0.0,0.5259936635944701,0.4337557603686636,0.029161866359447005,7.200460829493089e-05,0.0012240783410138248,0.0,0.0006480414746543778,0.0014400921658986176
364,364,OK - 2018,OK,2018,3794,3017,756,20,1,885,435,250,285,5,1,16,175,0.7952029520295203,0.1992619926199262,0.005271481286241435,0.00026357406431207165,0.23326304691618344,0.1146547179757512,0.06589351607801792,0.07511860832894042,0.0013178703215603587,0.00026357406431207165,0.0042171850289931465,0.04612546125461255
375,375,OR - 2018,OR,2018,2599,2200,399,0,0,1643,370,305,40,42,5,146,0,0.8464794151596768,0.1535205848403232,0.0,0.0,0.6321662177760677,0.14236244709503654,0.11735282801077335,0.01539053482108503,0.016160061562139283,0.0019238168526356288,0.05617545209696037,0.0
386,386,PA - 2018,PA,2018,27845,23740,4015,87,3,12602,11274,3390,7,126,3,25,0,0.8525767642305621,0.14419105764050996,0.003124438857963728,0.00010773927096426648,0.452576764230562,0.4048841802837134,0.12174537618962113,0.0002513916322499551,0.004525049380499192,0.00010773927096426648,0.0008978272580355539,0.0
397,397,SC - 2018,SC,2018,7168,6047,1024,86,11,3120,3731,278,1,6,0,0,0,0.8436104910714286,0.14285714285714285,0.011997767857142858,0.0015345982142857145,0.4352678571428572,0.5205078125,0.03878348214285714,0.00013950892857142856,0.0008370535714285714,0.0,0.0,0.0
408,408,SD - 2018,SD,2018,1283,1025,258,0,0,526,127,50,568,8,1,0,0,0.798908807482463,0.20109119251753704,0.0,0.0,0.4099766173031956,0.0989867498051442,0.03897116134060795,0.4427123928293063,0.006235385814497272,0.000779423226812159,0.0,0.0
419,419,TN - 2018,TN,2018,22086,17750,4306,30,0,13504,8175,294,13,35,0,0,3,0.8036765371728697,0.1949651362854297,0.0013583265417006249,0.0,0.6114280539708412,0.37014398261342013,0.013311600108666123,0.0005886081680702707,0.0015847142986507288,0.0,0.0,0.00013583265417006248
430,430,TX - 2018,TX,2018,51375,43649,7348,316,62,17180,15450,17395,27,213,31,143,39,0.8496155717761558,0.14302676399026765,0.0061508515815085155,0.0012068126520681265,0.3344038929440389,0.3007299270072993,0.3385888077858881,0.0005255474452554744,0.004145985401459854,0.0006034063260340633,0.0027834549878345497,0.0007591240875912409
441,441,UT - 2018,UT,2018,5165,4198,961,6,0,3656,363,703,167,123,37,11,24,0.8127783155856728,0.1860600193610842,0.0011616650532429815,0.0,0.7078412391093901,0.07028073572120039,0.136108422071636,0.032333010648596325,0.02381413359148112,0.007163601161665053,0.0021297192642788,0.004646660212971926
452,452,VA - 2018,VA,2018,26064,21753,4303,8,0,13421,11951,504,33,113,2,7,1,0.8345994475138122,0.16509361571516268,0.0003069367710251688,0.0,0.5149248004910988,0.458525168815224,0.019337016574585638,0.0012661141804788214,0.004335481890730511,7.67341927562922e-05,0.00026856967464702273,3.83670963781461e-05
463,463,WA - 2018,WA,2018,9696,8106,1584,5,1,6109,1818,905,397,301,35,24,0,0.8360148514851485,0.16336633663366334,0.0005156765676567656,0.00010313531353135314,0.6300536303630363,0.1875,0.09333745874587457,0.0409447194719472,0.031043729372937295,0.00360973597359736,0.0024752475247524753,0.0
