,Unnamed: 0,key,state,year,confined_population,adult_male,adult_female,juvenile_male,juvenile_female,white_population,black_population,hispanic_population,native_american_population,asian_population,native_hawaiian_pacific_islander_population,two_or_more_race_population,other_population,pct_adult_male,pct_adult_female,pct_juvenile_male,pct_juvenile_female,pct_white,pct_black,pct_hispanic,pct_native_american,pct_asian,pct_native_hawaiian_pacific_islander,pct_two_or_more_races,pct_other
352,352,OH - 2017,OH,2017,11643,9401,2235,7,0,6925,4296,321,1,19,0,23,28,0.8074379455466804,0.1919608348363824,0.0006012196169372156,0.0,0.5947779781843168,0.3689770677660397,0.0275702138624066,8.58885167053165e-05,0.0016318818174010134,0.0,0.00197543588422228,0.0024048784677488623
363,363,OK - 2017,OK,2017,6242,4917,1270,50,5,3436,1639,593,389,22,31,0,83,0.7877282922140341,0.20346042934956746,0.00801025312399872,0.0008010253123998717,0.5504645946811919,0.262576097404678,0.0950016020506248,0.062319769304710025,0.003524511374559436,0.004966356936879204,0.0,0.013297020185837873
374,374,OR - 2017,OR,2017,2559,2134,425,0,0,1766,371,291,34,56,4,0,0,0.8339194998046112,0.16608050019538886,0.0,0.0,0.6901133255177804,0.1449785072293865,0.11371629542790153,0.013286440015631106,0.02188354826103947,0.001563110590074248,0.0,0.0
385,385,PA - 2017,PA,2017,30474,26067,4278,124,5,12821,12328,3641,9,124,1,31,0,0.8553849182910022,0.14038196495373104,0.004069042462426987,0.00016407429283979785,0.4207193016998097,0.4045415764258056,0.1194789000459408,0.00029533372711163615,0.004069042462426987,3.281485856795957e-05,0.0010172606156067467,0.0
396,396,SC - 2017,SC,2017,8194,7015,1073,98,8,3663,4109,243,9,10,0,1,0,0.8561142299243348,0.13094947522577494,0.011959970710275809,0.000976324139614352,0.4470344154259214,0.5014644862094215,0.029655845740785936,0.0010983646570661462,0.00122040517451794,0.0,0.000122040517451794,0.0
407,407,SD - 2017,SD,2017,1208,965,243,0,0,503,111,32,553,4,1,2,0,0.7988410596026491,0.20115894039735102,0.0,0.0,0.4163907284768212,0.09188741721854304,0.026490066225165563,0.4577814569536424,0.0033112582781456954,0.0008278145695364237,0.0016556291390728475,0.0
418,418,TN - 2017,TN,2017,22062,17895,4135,32,0,13129,8488,374,10,37,0,12,2,0.8111231982594507,0.18742634393980603,0.0014504578007433595,0.0,0.5950956395612366,0.3847339316471761,0.016952225546188016,0.0004532680627322999,0.0016770918321095095,0.0,0.0005439216752787597,9.065361254645998e-05
429,429,TX - 2017,TX,2017,53872,45774,7686,362,50,18857,15179,15507,27,252,31,40,52,0.8496807246807246,0.14267151767151767,0.00671963171963172,0.0009281259281259279,0.3500334125334125,0.2817604692604693,0.28784897534897536,0.0005011880011880012,0.004677754677754678,0.0005754380754380754,0.0007425007425007425,0.0009652509652509653
440,440,UT - 2017,UT,2017,5311,4229,1082,0,0,3846,364,753,145,72,31,16,29,0.7962718885332329,0.2037281114667671,0.0,0.0,0.724157409150819,0.06853699868198079,0.14178120881189982,0.0273018263980418,0.013556768970062135,0.0058369421954434205,0.0030126153266804745,0.00546036527960836
451,451,VA - 2017,VA,2017,26074,21712,4340,20,2,12736,12326,863,11,109,2,3,0,0.8327069110991793,0.1664493365037969,0.0007670476336580503,7.670476336580502e-05,0.4884559331134464,0.4727314566234563,0.03309810539234487,0.0004218761985119276,0.004180409603436372,7.670476336580502e-05,0.00011505714504870752,0.0
462,462,WA - 2017,WA,2017,10138,8531,1565,42,0,6519,1862,926,355,315,51,0,0,0.8414874728743342,0.1543696981653186,0.0041428289603472074,0.0,0.6430262379167488,0.1836654172420596,0.09133951469717894,0.03501676859341093,0.031071217202604064,0.005030578023278753,0.0,0.0
473,473,WI - 2017,WI,2017,7321,6148,1107,58,8,3704,2869,467,194,69,12,2,2,0.8397759868870373,0.15120885124982925,0.007922414970632428,0.0010927468925010244,0.5059418112279743,0.3918863543231799,0.0637890998497473,0.026499112143149844,0.009424941947821336,0.0016391203387515366,0.0002731867231252561,0.0002731867231252561
484,484,WV - 2017,WV,2017,5179,4144,1035,0,0,4370,707,58,3,3,0,27,0,0.8001544699748986,0.19984553002510136,0.0,0.0,0.8437922378837613,0.13651284031666344,0.011199073180150608,0.0005792624058698591,0.0005792624058698591,0.0,0.005213361652828732,0.0
495,495,WY - 2017,WY,2017,320,246,74,0,0,241,23,27,19,1,3,0,0,0.76875,0.23125,0.0,0.0,0.753125,0.071875,0.084375,0.059375,0.003125,0.009375,0.0,0.0
