,Unnamed: 0,key,state,year,confined_population,adult_male,adult_female,juvenile_male,juvenile_female,white_population,black_population,hispanic_population,native_american_population,asian_population,native_hawaiian_pacific_islander_population,two_or_more_race_population,other_population,pct_adult_male,pct_adult_female,pct_juvenile_male,pct_juvenile_female,pct_white,pct_black,pct_hispanic,pct_native_american,pct_asian,pct_native_hawaiian_pacific_islander,pct_two_or_more_races,pct_other
140,140,KS - 2014,KS,2014,3796,3211,580,5,0,2162,1163,408,27,33,0,0,0,0.8458904109589042,0.15279241306638566,0.0013171759747102212,0.0,0.5695468914646997,0.30637513171759745,0.10748155953635406,0.007112750263435196,0.00869336143308746,0.0,0.0,0.0
151,151,KY - 2014,KY,2014,10915,8898,2017,0,0,7510,2798,448,3,9,1,7,0,0.8152084287677508,0.1847915712322492,0.0,0.0,0.6880439761795694,0.25634448007329363,0.04104443426477325,0.00027485112230874945,0.0008245533669262483,9.161704076958314e-05,0.000641319285387082,0.0
162,162,LA - 2014,LA,2014,22794,20547,2078,164,5,6012,12244,189,24,14,2,4,23,0.9014214266912344,0.09116434149337543,0.007194875844520487,0.00021935597086952707,0.2637536193735193,0.5371589014652979,0.008291655698868123,0.00105290866017373,0.0006141967184346758,8.774238834781083e-05,0.0001754847766956217,0.0010090374659998246
173,173,MA - 2014,MA,2014,9060,8603,457,0,0,3767,2040,2084,12,69,4,0,153,0.9495584988962472,0.05044150110375276,0.0,0.0,0.4157836644591612,0.2251655629139073,0.2300220750551876,0.001324503311258278,0.007615894039735099,0.0004415011037527594,0.0,0.016887417218543047
184,184,MD - 2014,MD,2014,7338,6517,747,70,4,1996,5094,68,5,15,0,0,87,0.8881166530389752,0.1017988552739166,0.009539384028345598,0.0005451076587626056,0.2720087217225402,0.6941946034341783,0.009266830198964295,0.000681384573453257,0.002044153720359771,0.0,0.0,0.011856091578086671
195,195,ME - 2014,ME,2014,894,761,133,0,0,798,46,32,4,3,0,1,1,0.8512304250559284,0.1487695749440716,0.0,0.0,0.8926174496644296,0.05145413870246085,0.03579418344519016,0.0044742729306487695,0.003355704697986577,0.0,0.0011185682326621924,0.0011185682326621924
206,206,MI - 2014,MI,2014,8105,6824,1184,88,9,4314,3450,257,5,21,1,22,5,0.8419494139420111,0.14608266502159162,0.010857495373226405,0.001110425663170882,0.5322640345465762,0.4256631708821715,0.031708821714990745,0.0006169031462060457,0.0025909932140653924,0.00012338062924120913,0.002714373843306601,0.0006169031462060457
217,217,MN - 2014,MN,2014,4329,3792,533,4,0,1534,987,266,243,112,1,31,148,0.875952875952876,0.12312312312312312,0.0009240009240009241,0.0,0.3543543543543544,0.227997227997228,0.06144606144606145,0.056133056133056136,0.025872025872025868,0.00023100023100023102,0.007161007161007161,0.034188034188034185
228,228,MO - 2014,MO,2014,4088,3273,560,22,3,1848,1557,139,1,4,1,2,1,0.8006360078277887,0.136986301369863,0.0053816046966731895,0.0007338551859099804,0.4520547945205479,0.38087084148727984,0.034001956947162425,0.0002446183953033268,0.0009784735812133072,0.0002446183953033268,0.0004892367906066536,0.0002446183953033268
239,239,MS - 2014,MS,2014,5995,5524,426,45,0,1862,3559,58,8,10,0,6,1,0.9214345287739784,0.07105921601334446,0.007506255212677232,0.0,0.3105921601334445,0.5936613844870725,0.009674728940783986,0.0013344453711426187,0.0016680567139282735,0.0,0.001000834028356964,0.00016680567139282736
250,250,MT - 2014,MT,2014,528,431,97,0,0,303,26,39,158,1,0,1,0,0.8162878787878788,0.1837121212121212,0.0,0.0,0.5738636363636364,0.04924242424242424,0.07386363636363638,0.29924242424242425,0.0018939393939393942,0.0,0.0018939393939393942,0.0
261,261,NC - 2014,NC,2014,10101,8606,1218,259,18,3362,6028,429,183,30,7,6,2,0.851994851994852,0.1205821205821206,0.02564102564102564,0.001782001782001782,0.3328383328383329,0.5967725967725968,0.04247104247104247,0.01811701811701812,0.00297000297000297,0.000693000693000693,0.0005940005940005941,0.00019800019800019799
272,272,ND - 2014,ND,2014,555,451,104,0,0,303,32,22,186,1,1,3,0,0.8126126126126126,0.1873873873873874,0.0,0.0,0.5459459459459459,0.057657657657657665,0.03963963963963964,0.33513513513513515,0.0018018018018018016,0.0018018018018018016,0.005405405405405407,0.0
283,283,NE - 2014,NE,2014,2172,1838,334,0,0,1035,747,305,61,16,0,1,5,0.8462246777163904,0.15377532228360954,0.0,0.0,0.4765193370165746,0.34392265193370164,0.14042357274401476,0.028084714548802948,0.007366482504604052,0.0,0.0004604051565377533,0.0023020257826887663
294,294,NH - 2014,NH,2014,1139,981,153,4,1,932,93,107,2,5,0,0,0,0.8612818261633012,0.13432835820895522,0.003511852502194908,0.000877963125548727,0.8182616330114135,0.08165057067603161,0.09394205443371377,0.001755926251097454,0.004389815627743635,0.0,0.0,0.0
305,305,NJ - 2014,NJ,2014,12682,11303,1370,9,0,3141,6093,3198,16,103,12,14,26,0.891263207695947,0.10802712505913893,0.0007096672449140514,0.0,0.24767386847500394,0.4804447248068128,0.25216842769279296,0.0012616306576249802,0.00812174735846081,0.0009462229932187352,0.0011039268254218577,0.002050149818640593
316,316,NM - 2014,NM,2014,4143,3630,484,21,8,1225,140,1767,466,10,4,33,179,0.8761766835626358,0.11682355780835145,0.00506879073135409,0.001930967897658701,0.29567945932898865,0.033791938209027275,0.4265025343953657,0.11247888003861936,0.002413709872073377,0.0009654839488293508,0.007965242577842143,0.043205406710113435
327,327,NV - 2014,NV,2014,6021,4868,1140,13,0,2539,1947,1121,92,302,0,0,4,0.8085035708354094,0.18933731938216244,0.002159109782428168,0.0,0.4216907490450091,0.323368211260588,0.1861816973924597,0.015279853844876266,0.05015778109948514,0.0,0.0,0.0006643414715163594
338,338,NY - 2014,NY,2014,17455,15416,1596,413,30,3233,8673,4469,44,139,0,12,248,0.8831853337152679,0.09143511887711256,0.023660842165568602,0.0017187052420509885,0.1852191349183615,0.4968776854769407,0.2560297908908622,0.0025207676883414487,0.00796333428816958,0.0,0.0006874820968203952,0.014207963334288169
349,349,OH - 2014,OH,2014,13446,9502,1925,7,0,5577,4569,182,2,8,0,11,350,0.7066785661163171,0.14316525360702068,0.0005206009222073479,0.0,0.4147701918786256,0.33980365908076754,0.013535623977391043,0.00014874312063067085,0.0005949724825226832,0.0,0.0008180871634686894,0.0260300461103674
360,360,OK - 2014,OK,2014,3419,2772,622,23,2,1846,883,246,214,4,10,2,130,0.8107633811055864,0.181924539338988,0.006727113190991518,0.000584966364434045,0.5399239543726235,0.2582626498976309,0.07195086282538754,0.06259140099444283,0.00116993272886809,0.002924831822170225,0.000584966364434045,0.038022813688212934
371,371,OR - 2014,OR,2014,3588,3029,557,2,0,2664,443,392,37,39,3,0,0,0.8442028985507246,0.1552396878483835,0.0005574136008918619,0.0,0.7424749163879598,0.12346711259754738,0.10925306577480492,0.010312151616499442,0.010869565217391304,0.0008361204013377926,0.0,0.0
382,382,PA - 2014,PA,2014,32218,27558,4527,125,8,12241,11772,3503,7,413,2,35,117,0.8553603575640946,0.1405115153020051,0.003879818734868707,0.00024830839903159724,0.3799428890682227,0.36538580917499536,0.10872804022596064,0.0002172698491526476,0.012818921100006209,6.207709975789931e-05,0.001086349245763238,0.0036315103358371095
393,393,SC - 2014,SC,2014,6884,5981,822,79,2,2573,3826,227,7,7,1,20,0,0.8688262638001162,0.11940732132481115,0.01147588611272516,0.0002905287623474724,0.3737652527600233,0.5557815223707147,0.03297501452643812,0.0010168506682161533,0.0010168506682161533,0.0001452643811737362,0.002905287623474724,0.0
404,404,SD - 2014,SD,2014,1298,996,302,0,0,472,109,82,591,6,1,30,1,0.7673343605546995,0.2326656394453005,0.0,0.0,0.3636363636363637,0.0839753466872111,0.06317411402157165,0.4553158705701079,0.004622496147919877,0.0007704160246533128,0.023112480739599383,0.0007704160246533128
415,415,TN - 2014,TN,2014,17936,12255,2791,46,2,7835,5885,348,9,22,0,2,0,0.6832627118644068,0.15560883140053525,0.0025646743978590546,0.00011150758251561108,0.4368309545049063,0.3281110615521856,0.019402319357716327,0.0005017841213202498,0.0012265834076717215,0.0,0.00011150758251561108,0.0
426,426,TX - 2014,TX,2014,51911,41352,6777,299,41,12986,9592,12193,10,156,9,4,7,0.7965941707923176,0.1305503650478704,0.005759858218874613,0.0007898133343607327,0.2501589258538653,0.18477779276068654,0.2348827801429369,0.00019263739862456896,0.003005143418543276,0.00017337365876211208,7.705495944982758e-05,0.00013484617903719828
437,437,UT - 2014,UT,2014,3789,3163,618,7,1,2953,224,285,150,103,27,8,0,0.8347849036685141,0.16310372129849565,0.0018474531538664558,0.0002639218791237794,0.7793613090525204,0.05911850092372657,0.07521773555027712,0.0395882818685669,0.027183953549749274,0.007125890736342044,0.002111375032990235,0.0
448,448,VA - 2014,VA,2014,25028,20798,4209,20,1,10645,11115,883,14,105,1,8,7,0.8309892919929679,0.16817164775451493,0.000799105002397315,3.995525011986575e-05,0.4253236375259709,0.4441026050823078,0.03528048585584146,0.0005593735016781205,0.004195301262585904,3.995525011986575e-05,0.000319642000958926,0.0002796867508390603
459,459,WA - 2014,WA,2014,9908,8285,1612,11,0,6400,1804,854,489,298,2,0,7,0.8361929753734356,0.1626968106580541,0.0011102139685102946,0.0,0.6459426725878078,0.18207509083568832,0.0861929753734356,0.049354057327412194,0.030076705692369806,0.00020185708518368997,0.0,0.0007064997981429148
470,470,WI - 2014,WI,2014,7582,6536,957,81,8,3375,2821,766,180,82,2,0,0,0.8620416776576101,0.12621999472434714,0.010683197045634396,0.0010551305724083356,0.44513321023476654,0.3720654180954893,0.10102875230809813,0.02374043787918755,0.01081508836718544,0.0002637826431020839,0.0,0.0
481,481,WV - 2014,WV,2014,4255,3384,871,0,0,3462,749,37,3,2,0,0,0,0.7952996474735605,0.20470035252643948,0.0,0.0,0.8136310223266745,0.17602820211515866,0.008695652173913044,0.0007050528789659225,0.00047003525264394835,0.0,0.0,0.0
492,492,WY - 2014,WY,2014,444,110,17,0,0,100,7,17,3,0,0,0,0,0.2477477477477477,0.038288288288288286,0.0,0.0,0.22522522522522526,0.01576576576576576,0.038288288288288286,0.006756756756756757,0.0,0.0,0.0,0.0
