,Unnamed: 0,key,state,year,confined_population,adult_male,adult_female,juvenile_male,juvenile_female,white_population,black_population,hispanic_population,native_american_population,asian_population,native_hawaiian_pacific_islander_population,two_or_more_race_population,other_population,pct_adult_male,pct_adult_female,pct_juvenile_male,pct_juvenile_female,pct_white,pct_black,pct_hispanic,pct_native_american,pct_asian,pct_native_hawaiian_pacific_islander,pct_two_or_more_races,pct_other
185,185,MD - 2015,MD,2015,7610,6770,772,65,3,2492,4443,469,4,50,2,0,65,0.8896189224704336,0.1014454664914586,0.008541392904073587,0.0003942181340341656,0.32746386333771355,0.5838370565045992,0.061629434954007876,0.0005256241787122207,0.006570302233902759,0.0002628120893561104,0.0,0.008541392904073587
196,196,ME - 2015,ME,2015,385,337,48,0,0,331,27,8,3,3,0,3,0,0.8753246753246753,0.12467532467532468,0.0,0.0,0.8597402597402597,0.07012987012987013,0.020779220779220783,0.007792207792207792,0.007792207792207792,0.0,0.007792207792207792,0.0
207,207,MI - 2015,MI,2015,9420,7888,1407,115,10,4289,4227,346,15,24,2,20,5,0.8373673036093419,0.14936305732484076,0.01220806794055202,0.0010615711252653928,0.45530785562632703,0.4487261146496816,0.03673036093418259,0.0015923566878980893,0.0025477707006369425,0.00021231422505307856,0.002123142250530785,0.0005307855626326964
218,218,MN - 2015,MN,2015,3745,3273,472,0,0,1208,651,208,182,68,15,13,130,0.8739652870493992,0.1260347129506008,0.0,0.0,0.3225634178905207,0.17383177570093458,0.055540720961281716,0.048598130841121495,0.01815754339118825,0.004005340453938585,0.0034712950600801072,0.03471295060080107
229,229,MO - 2015,MO,2015,5259,4537,657,59,6,2151,2637,434,3,20,2,9,2,0.8627115421182734,0.12492869366799772,0.011218862901692337,0.0011409013120365088,0.4090131203650884,0.5014261266400456,0.08252519490397414,0.0005704506560182544,0.0038030043734550295,0.0003803004373455029,0.0017113519680547636,0.0003803004373455029
240,240,MS - 2015,MS,2015,7444,6620,804,20,0,2972,4251,188,5,11,0,0,0,0.8893068242880172,0.10800644814615798,0.002686727565824825,0.0,0.3992477162815691,0.5710639441160666,0.02525523911875336,0.0006716818914562062,0.001477700161203654,0.0,0.0,0.0
251,251,MT - 2015,MT,2015,971,829,126,8,8,647,33,2,280,0,4,5,0,0.8537590113285273,0.12976313079299692,0.008238928939237899,0.008238928939237899,0.6663233779608649,0.03398558187435633,0.0020597322348094747,0.2883625128733265,0.0,0.004119464469618949,0.005149330587023686,0.0
262,262,NC - 2015,NC,2015,7960,6835,888,216,21,2884,4550,397,41,20,0,0,0,0.8586683417085427,0.11155778894472362,0.0271356783919598,0.0026381909547738692,0.3623115577889448,0.5716080402010051,0.04987437185929648,0.005150753768844221,0.002512562814070352,0.0,0.0,0.0
273,273,ND - 2015,ND,2015,898,744,154,0,0,545,106,26,185,3,1,4,0,0.8285077951002228,0.1714922048997773,0.0,0.0,0.6069042316258352,0.11804008908685967,0.028953229398663693,0.20601336302895326,0.0033407572383073497,0.0011135857461024498,0.004454342984409799,0.0
284,284,NE - 2015,NE,2015,1330,1136,194,0,0,573,497,208,44,8,0,0,0,0.8541353383458646,0.14586466165413536,0.0,0.0,0.43082706766917295,0.3736842105263158,0.15639097744360902,0.03308270676691729,0.006015037593984964,0.0,0.0,0.0
295,295,NH - 2015,NH,2015,1026,841,184,1,0,727,117,172,3,7,0,0,0,0.8196881091617934,0.1793372319688109,0.0009746588693957113,0.0,0.7085769980506823,0.11403508771929825,0.16764132553606234,0.0029239766081871343,0.006822612085769979,0.0,0.0,0.0
306,306,NJ - 2015,NJ,2015,12484,11344,1135,5,0,3266,5804,3118,24,134,7,14,32,0.9086831143864146,0.09091637295738546,0.00040051265619993586,0.0,0.2616148670297981,0.4649150913168856,0.24975969240628004,0.0019224607497596927,0.01073373918615828,0.0005607177186799104,0.0011214354373598203,0.00256328099967959
317,317,NM - 2015,NM,2015,4830,4269,515,44,2,1137,2215,1201,249,8,0,0,1,0.8838509316770187,0.10662525879917184,0.009109730848861285,0.00041407867494824016,0.2354037267080745,0.458592132505176,0.24865424430641825,0.0515527950310559,0.0016563146997929607,0.0,0.0,0.00020703933747412008
328,328,NV - 2015,NV,2015,5575,4535,1016,24,0,2285,1646,884,58,139,9,0,0,0.8134529147982063,0.1822421524663677,0.004304932735426009,0.0,0.4098654708520179,0.2952466367713005,0.15856502242152468,0.010403587443946188,0.02493273542600897,0.0016143497757847534,0.0,0.0
339,339,NY - 2015,NY,2015,19444,17383,1679,357,25,4858,9824,4301,35,151,11,1,230,0.8940032915038058,0.08635054515531784,0.01836041966673524,0.0012857436741411233,0.24984571075910306,0.5052458341904957,0.22119934169923886,0.0018000411437975726,0.007765891791812384,0.0005657272166220942,5.142974696564493e-05,0.011828841802098334
350,350,OH - 2015,OH,2015,12581,10389,2187,5,0,6731,5031,475,4,27,0,22,243,0.8257690167713219,0.17383355854065655,0.0003974246880216199,0.0,0.5350131150147047,0.399888721087354,0.03775534536205389,0.0003179397504172959,0.0021460933153167475,0.0,0.0017486686272951276,0.019314839837850727
361,361,OK - 2015,OK,2015,6083,5021,1029,32,1,3126,1805,436,432,40,43,28,73,0.8254150912378759,0.16915995397008055,0.005260562222587539,0.0001643925694558606,0.5138911721190202,0.29672858786782835,0.07167516028275522,0.07101759000493177,0.006575702778234424,0.0070688804866020066,0.004602991944764097,0.012000657570277823
372,372,OR - 2015,OR,2015,2693,2246,447,0,0,1889,382,267,42,38,5,0,0,0.8340141106572596,0.16598588934274044,0.0,0.0,0.7014481990345339,0.14184923876717415,0.09914593390271073,0.015595989602673596,0.014110657259561827,0.001856665428889714,0.0,0.0
383,383,PA - 2015,PA,2015,30973,26742,4092,134,5,13180,12985,3258,14,200,31,37,94,0.8633971523585058,0.13211506796241887,0.004326348755367578,0.00016143092370774544,0.425531914893617,0.41923610886901497,0.10518838988796694,0.0004520065863816873,0.006457236948309819,0.0010008717269880216,0.0011945888354373164,0.0030349013657056147
394,394,SC - 2015,SC,2015,7547,6512,949,72,14,3233,3887,217,7,11,1,2,0,0.8628594143368226,0.12574532926990858,0.009540214654829734,0.0018550417384391147,0.4283821385981185,0.5150390883794885,0.02875314694580628,0.0009275208692195576,0.001457532794487876,0.00013250298131707962,0.00026500596263415925,0.0
405,405,SD - 2015,SD,2015,1066,831,233,2,0,471,87,70,430,6,2,0,0,0.7795497185741088,0.2185741088180113,0.001876172607879925,0.0,0.4418386491557224,0.08161350844277672,0.06566604127579738,0.4033771106941839,0.005628517823639775,0.001876172607879925,0.0,0.0
416,416,TN - 2015,TN,2015,21498,17910,3573,15,0,12324,8740,367,7,27,3,1,3,0.8331007535584706,0.16620150711694112,0.0006977393245883338,0.0,0.573262629081775,0.4065494464601358,0.0170713554749279,0.0003256116848078891,0.0012559307842590008,0.00013954786491766674,4.6515954972555594e-05,0.00013954786491766674
427,427,TX - 2015,TX,2015,49465,41925,7118,364,58,20042,15183,13033,63,268,16,26,337,0.8475689881734559,0.14389972707975335,0.007358738501971091,0.0011725462448195696,0.4051753765288588,0.3069443040533711,0.2634792277367836,0.0012736278176488426,0.005417972303649045,0.0003234610330536743,0.0005256241787122207,0.0068128980086930154
438,438,UT - 2015,UT,2015,4647,3867,780,0,0,3391,334,613,133,128,10,3,0,0.8321497740477728,0.16785022595222726,0.0,0.0,0.7297180976974392,0.0718743275231332,0.13191306219066065,0.028620615450828488,0.02754465246395524,0.002151925973746503,0.0006455777921239509,0.0
449,449,VA - 2015,VA,2015,22774,19295,3472,7,0,10468,10868,827,63,214,1,104,0,0.8472380785105822,0.1524545534381312,0.00030736805128655484,0.0,0.4596469658382366,0.4772108544831826,0.03631333977342584,0.0027663124615789933,0.009396680425046105,4.390972161236498e-05,0.0045666110476859575,0.0
460,460,WA - 2015,WA,2015,6927,5766,1156,5,0,4465,972,1012,279,153,25,0,3,0.8323949761801646,0.16688321062509026,0.0007218131947452,0.0,0.6445791829074635,0.14032048505846687,0.14609499061642847,0.040277176266782164,0.02208748375920312,0.003609065973726,0.0,0.00043308791684712
471,471,WI - 2015,WI,2015,7632,6567,1022,34,9,3575,3162,601,181,67,3,2,21,0.8604559748427673,0.13390985324947588,0.004454926624737945,0.0011792452830188679,0.4684224318658281,0.4143081761006289,0.07874737945492663,0.02371593291404612,0.008778825995807128,0.0003930817610062893,0.00026205450733752617,0.002751572327044025
482,482,WV - 2015,WV,2015,4206,3376,830,0,0,3233,671,59,4,3,1,7,0,0.8026628625772706,0.19733713742272946,0.0,0.0,0.7686638135996195,0.15953399904897764,0.014027579648121732,0.0009510223490252019,0.0007132667617689017,0.00023775558725630053,0.0016642891107941035,0.0
493,493,WY - 2015,WY,2015,504,404,100,0,0,373,72,39,16,1,1,0,0,0.8015873015873016,0.1984126984126984,0.0,0.0,0.7400793650793651,0.14285714285714285,0.07738095238095237,0.031746031746031744,0.001984126984126984,0.001984126984126984,0.0,0.0
