key,state,year,confined_population,adult_male,pct_adult_male,adult_female,pct_adult_female,juvenile_male,pct_juvenile_male,juvenile_female,pct_juvenile_female,white_population,pct_white,black_population,pct_black,hispanic_population,pct_hispanic,native_american_population,pct_native_american,asian_population,pct_asian,native_hawaiian_pacific_islander_population,pct_native_hawaiian_pacific_islander,two_or_more_race_population,pct_two_or_more_races,other_population,pct_other
Arizona - 2013,Arizona,2013,13004,11066,0.850968932636112,1800,0.13841894801599508,129,0.00992002460781298,9,0.0006920947400799754,5627,0.4327130113811135,1707,0.131267302368502,4190,0.32220855121501074,924,0.07105505998154414,91,0.006997846816364195,22,0.0016917871424177175,22,0.0016917871424177175,0,0.0
Arizona - 2014,Arizona,2014,13102,11077,0.8454434437490459,1939,0.14799267287437032,80,0.006105938024729049,6,0.00045794535185467866,5912,0.4512288200274767,1788,0.13646771485269424,4382,0.33445275530453367,811,0.06189894672569073,85,0.006487559151274615,54,0.004121508166692108,0,0.0,53,0.004045183941382995
Arizona - 2015,Arizona,2015,11734,9968,0.8494971876597921,1682,0.14334412817453554,81,0.006903016874041248,3,0.0002556672916311573,5474,0.4665075847963184,2435,0.20751661837395602,2873,0.244844042952105,836,0.07124595193454918,57,0.004857678540991989,1,8.52224305437191e-05,0,0.0,0,0.0
Arizona - 2016,Arizona,2016,11854,9886,0.8339800911084866,1864,0.1572464990720432,93,0.00784545301164164,11,0.0009279568078285811,6367,0.5371182723131432,2038,0.17192508857769528,2430,0.2049940948203138,881,0.07432090433608908,63,0.005314661717563692,1,8.435970980259827e-05,0,0.0,0,0.0
Arizona - 2017,Arizona,2017,12394,10398,0.8389543327416492,1885,0.15208972083266095,105,0.008471841213490398,6,0.00048410521219945134,6592,0.5318702598031305,1937,0.15628529933838956,2754,0.22220429239954817,970,0.07826367597224464,59,0.004760367919961272,1,8.068420203324189e-05,0,0.0,0,0.0
Arizona - 2018,Arizona,2018,12101,9971,0.8239814891331295,2008,0.16593669944632675,115,0.009503346830840427,7,0.0005784645897033303,6765,0.5590447070490042,1880,0.15535906123460871,2303,0.19031485001239568,949,0.07842327080406578,79,0.006528386083794728,25,0.0020659449632261795,0,0.0,0,0.0
Arkansas - 2008,Arkansas,2008,3282,2795,0.8516148689823279,435,0.13254113345521024,45,0.013711151736745886,7,0.0021328458257160268,1658,0.5051797684338818,1344,0.40950639853747717,138,0.04204753199268738,2,0.0006093845216331506,8,0.002437538086532602,0,0.0,0,0.0,0,0.0
Arkansas - 2009,Arkansas,2009,3198,2695,0.8427141963727329,447,0.1397748592870544,51,0.01594746716697936,5,0.0015634771732332708,1310,0.40963101938711693,1095,0.3424015009380863,47,0.014696685428392746,5,0.0015634771732332708,9,0.0028142589118198874,0,0.0,142,0.04440275171982489,0,0.0
Arkansas - 2010,Arkansas,2010,3343,2854,0.8537241998205205,449,0.13431049955130123,35,0.010469638049655998,5,0.0014956625785222854,1437,0.42985342506730484,1076,0.3218665868979958,108,0.03230631169608136,0,0.0,2,0.0005982650314089142,0,0.0,128,0.038288962010170506,0,0.0
Arkansas - 2011,Arkansas,2011,2642,2225,0.8421650264950795,398,0.1506434519303558,19,0.007191521574564724,0,0.0,1142,0.43224829674489024,1024,0.38758516275548827,100,0.03785011355034065,3,0.0011355034065102195,9,0.0034065102195306586,0,0.0,110,0.041635124905374715,0,0.0
Arkansas - 2012,Arkansas,2012,3084,2571,0.8336575875486382,485,0.1572632944228275,24,0.007782101167315175,4,0.0012970168612191958,1475,0.4782749675745785,1388,0.45006485084306097,96,0.0311284046692607,4,0.0012970168612191958,4,0.0012970168612191958,1,0.00032425421530479895,97,0.0314526588845655,0,0.0
Arkansas - 2013,Arkansas,2013,2681,2226,0.8302872062663186,444,0.16560984707198806,11,0.004102946661693398,0,0.0,1383,0.5158522939201791,1092,0.4073107049608355,71,0.02648265572547557,6,0.002237970906378217,12,0.004475941812756434,0,0.0,1,0.0003729951510630362,0,0.0
Arkansas - 2014,Arkansas,2014,3198,2706,0.8461538461538461,470,0.14696685428392744,20,0.006253908692933083,0,0.0,1483,0.4637273295809881,1469,0.45934959349593496,37,0.011569731081926203,1,0.00031269543464665416,15,0.004690431519699813,0,0.0,0,0.0,0,0.0
Arkansas - 2015,Arkansas,2015,3108,2485,0.7995495495495496,610,0.19626769626769627,13,0.004182754182754183,0,0.0,1338,0.4305019305019305,516,0.16602316602316602,79,0.02541827541827542,10,0.0032175032175032173,6,0.0019305019305019305,0,0.0,0,0.0,111,0.03571428571428571
Arkansas - 2016,Arkansas,2016,2939,2413,0.821027560394692,509,0.173188159237836,17,0.005784280367471929,0,0.0,1562,0.5314732902347737,281,0.09561075195644778,84,0.028581150051037767,10,0.003402517863218782,7,0.0023817625042531474,0,0.0,0,0.0,10,0.003402517863218782
Arkansas - 2017,Arkansas,2017,3472,2828,0.8145161290322581,627,0.18058755760368664,17,0.004896313364055299,0,0.0,1997,0.5751728110599078,1162,0.3346774193548387,158,0.04550691244239631,12,0.0034562211981566822,23,0.0066244239631336405,13,0.0037442396313364054,5,0.0014400921658986176,0,0.0
Arkansas - 2018,Arkansas,2018,3144,2540,0.8078880407124682,591,0.18797709923664122,12,0.003816793893129771,1,0.0003180661577608143,1241,0.3947201017811705,243,0.07729007633587787,99,0.03148854961832061,8,0.002544529262086514,17,0.005407124681933842,0,0.0,4,0.001272264631043257,0,0.0
Blank - 2008,Blank,2008,614,458,0.745928338762215,144,0.23452768729641693,11,0.017915309446254073,1,0.0016286644951140066,210,0.34201954397394135,134,0.2182410423452769,269,0.4381107491856677,1,0.0016286644951140066,0,0.0,0,0.0,0,0.0,0,0.0
Blank - 2009,Blank,2009,369,326,0.8834688346883469,40,0.10840108401084012,1,0.0027100271002710027,2,0.005420054200542005,233,0.6314363143631436,82,0.2222222222222222,11,0.02981029810298103,0,0.0,0,0.0,0,0.0,0,0.0,41,0.1111111111111111
