key,state,year,confined_population,adult_male,pct_adult_male,adult_female,pct_adult_female,juvenile_male,pct_juvenile_male,juvenile_female,pct_juvenile_female,white_population,pct_white,black_population,pct_black,hispanic_population,pct_hispanic,native_american_population,pct_native_american,asian_population,pct_asian,native_hawaiian_pacific_islander_population,pct_native_hawaiian_pacific_islander,two_or_more_race_population,pct_two_or_more_races,other_population,pct_other
California - 2008,California,2008,81315,70949,0.8725204451823156,10364,0.12745495910963536,2,2.4595708048945458e-05,0,0.0,21924,0.2696181516325401,19715,0.24245219209247987,34824,0.42826046854823835,400,0.004919141609789092,1563,0.019221545840250875,231,0.0028408042796532005,662,0.008141179364200947,731,0.008989731291889565
California - 2009,California,2009,81175,71252,0.8777579303972898,9919,0.12219279334770558,4,4.927625500461965e-05,0,0.0,21498,0.2648352325223283,19465,0.23979057591623038,35398,0.4360702186633816,517,0.0063689559593470895,1477,0.018195257160455804,272,0.003350785340314136,658,0.008105943948259932,461,0.005679088389282414
California - 2010,California,2010,71496,62643,0.8761748909029876,8853,0.12382510909701241,0,0.0,0,0.0,15916,0.22261385252321808,13813,0.19319961955913617,24917,0.34850900749692293,320,0.004475774868524113,837,0.011706948640483383,236,0.0033008839655365337,21,0.00029372272574689493,1087,0.015203647756517847
California - 2011,California,2011,68222,59637,0.8741608278854328,8585,0.12583917211456716,0,0.0,0,0.0,17393,0.2549470845181906,13605,0.1994224736888394,28369,0.4158336020638504,373,0.005467444519363256,1089,0.01596259271202838,163,0.0023892585969335404,38,0.0005570050716777579,1287,0.018864882296033537
California - 2012,California,2012,76667,66530,0.8677788357441925,10125,0.13206464319720349,12,0.00015652105860409303,0,0.0,19679,0.25668149268916224,14693,0.19164699283916156,29002,0.3782853118029922,366,0.0047738922874248375,1176,0.015339063743201117,244,0.003182594858283225,13,0.00016956448015443412,1614,0.021052082382250512
California - 2013,California,2013,81538,67696,0.830238661728274,10431,0.12792808261178837,12,0.0001471706443621379,0,0.0,21885,0.268402462655449,14153,0.17357551080477815,31946,0.3917927837327381,495,0.006070789079938188,1128,0.013834040570040963,304,0.0037283229905074934,114,0.00139812112144031,867,0.010633079055164463
California - 2014,California,2014,84115,72001,0.8559828805801581,12105,0.14391012304583012,9,0.0001069963740117696,0,0.0,24667,0.29325328419425783,16412,0.19511383225346252,33546,0.3988111513998692,516,0.00613445877667479,1552,0.018450930274029602,263,0.003126671818343934,34,0.0004042085240444629,1562,0.01856981513404268
California - 2015,California,2015,65345,56871,0.8703190756752621,8474,0.12968092432473793,0,0.0,0,0.0,19701,0.3014920804958298,13653,0.20893717958527813,28009,0.42863264213023183,531,0.008126099931134747,1436,0.0219756676103757,284,0.00434616267503252,160,0.002448542352130997,1017,0.01556354732573265
California - 2016,California,2016,74014,64198,0.867376442294701,9815,0.13261004674791255,1,1.3510957386440404e-05,0,0.0,22503,0.30403707406706837,14925,0.20165103899262302,32316,0.4366200989002081,587,0.007930931985840517,1691,0.02284702894047072,341,0.004607236468776177,304,0.004107331045477882,123,0.0016618477585321695
California - 2017,California,2017,76490,66275,0.8664531311282521,10215,0.13354686887174794,0,0.0,0,0.0,22700,0.2967708197149954,15842,0.2071120407896457,33697,0.44054124722185906,603,0.007883383448816839,1286,0.016812655249052164,374,0.004889528042881422,165,0.0021571447248006277,997,0.013034383579552883
California - 2018,California,2018,74230,64425,0.8679105482958372,9805,0.13208945170416272,0,0.0,0,0.0,21112,0.2844133099824869,15306,0.20619695540886435,33113,0.44608648794288025,627,0.00844671965512596,1322,0.017809510979388387,410,0.0055233732992051735,468,0.006304728546409807,815,0.010979388387444429
Colorado - 2008,Colorado,2008,10517,9108,0.8660264333935533,1373,0.13055053722544452,35,0.003327945231529904,1,9.508414947228297e-05,3805,0.3617951887420367,1696,0.1612627175049919,2253,0.21422458876105352,66,0.006275553865170676,72,0.006846058762004374,2,0.00019016829894456593,3,0.0002852524484168489,1111,0.10563849006370638
Colorado - 2009,Colorado,2009,10757,9375,0.8715255182671748,1358,0.12624337640606118,24,0.0022311053267639676,0,0.0,3804,0.35363019429208886,1703,0.1583155154782932,2431,0.22599237705680023,65,0.006042576926652413,49,0.004555173375476434,4,0.0003718508877939946,45,0.004183322487682439,1132,0.10523380124570048
Colorado - 2010,Colorado,2010,10357,8912,0.860480834218403,1426,0.13768465771941682,19,0.001834508062180168,0,0.0,2863,0.27643139905378006,1021,0.09858067007820798,1428,0.13787776383122527,37,0.0035724630684561168,48,0.00463454668340253,1,9.655305590421937e-05,30,0.002896591677126581,1167,0.11267741624022401
Colorado - 2011,Colorado,2011,9498,8178,0.8610233733417562,1313,0.13823962939566226,7,0.0007369972625815961,0,0.0,2891,0.3043798694461992,998,0.10507475257949042,819,0.08622867972204674,28,0.0029479890503263844,46,0.004843124868393346,1,0.0001052853232259423,10,0.0010528532322594231,947,0.09970520109496736
Colorado - 2012,Colorado,2012,9525,8170,0.857742782152231,1351,0.14183727034120736,4,0.0004199475065616798,0,0.0,3021,0.31716535433070864,949,0.09963254593175853,1174,0.12325459317585302,32,0.0033595800524934384,47,0.004934383202099738,2,0.0002099737532808399,10,0.0010498687664041995,906,0.09511811023622047
Colorado - 2013,Colorado,2013,9822,8273,0.8422928120545714,1549,0.15770718794542862,0,0.0,0,0.0,3077,0.31327631846874365,963,0.09804520464263898,1109,0.11290979433923845,29,0.002952555487680717,44,0.004479739360619018,8,0.0008144980655670943,5,0.0005090612909794339,901,0.09173284463449399
Colorado - 2014,Colorado,2014,10026,8359,0.8337322960303212,1667,0.16626770396967883,0,0.0,0,0.0,4437,0.44254937163375224,1461,0.1457211250748055,1790,0.17853580690205464,87,0.008677438659485339,61,0.006084181129064433,4,0.00039896269698783165,16,0.0015958507879513266,911,0.09086375423897866
Colorado - 2015,Colorado,2015,9184,7718,0.8403745644599303,1466,0.1596254355400697,0,0.0,0,0.0,4501,0.49009146341463417,1846,0.20100174216027875,1756,0.1912020905923345,74,0.008057491289198606,59,0.006424216027874565,9,0.000979965156794425,16,0.0017421602787456446,778,0.08471254355400697
Colorado - 2016,Colorado,2016,9645,8120,0.8418869880767237,1525,0.15811301192327631,0,0.0,0,0.0,4752,0.4926905132192846,2083,0.215966822187662,2670,0.27682737169517885,57,0.005909797822706065,48,0.004976671850699844,16,0.0016588906168999481,0,0.0,1,0.00010368066355624676
Colorado - 2017,Colorado,2017,7282,6052,0.8310903597912661,1230,0.16890964020873386,0,0.0,0,0.0,3520,0.48338368580060426,1828,0.25102993683054103,1745,0.23963196923922,42,0.005767646251029937,42,0.005767646251029937,9,0.0012359241966492722,0,0.0,0,0.0
Colorado - 2018,Colorado,2018,10491,8613,0.8209894195024307,1878,0.17901058049756935,0,0.0,0,0.0,5735,0.5466590410828329,1693,0.16137641788199408,1841,0.1754837479744543,61,0.0058145076732437325,63,0.006005147269087789,11,0.0010485177771423124,0,0.0,0,0.0
District of Columbia - 2008,District of Columbia,2008,3046,2680,0.8798424162836507,341,0.11195009848982272,25,0.008207485226526593,0,0.0,86,0.028233749179251477,2731,0.896585686145765,143,0.04694681549573211,0,0.0,3,0.000984898227183191,0,0.0,0,0.0,40,0.013131976362442548
District of Columbia - 2009,District of Columbia,2009,3364,2999,0.8914982164090368,338,0.10047562425683709,27,0.00802615933412604,0,0.0,78,0.02318668252080856,2939,0.8736623067776457,235,0.06985731272294887,1,0.00029726516052318666,5,0.0014863258026159335,0,0.0,0,0.0,36,0.01070154577883472
District of Columbia - 2010,District of Columbia,2010,3071,2724,0.8870074894171279,313,0.10192119830674047,34,0.011071312276131553,0,0.0,82,0.026701400195376097,2786,0.9071963529794855,159,0.05177466623249756,0,0.0,4,0.0013025073266037122,0,0.0,0,0.0,23,0.007489417127971344
District of Columbia - 2011,District of Columbia,2011,3168,2884,0.9103535353535354,246,0.07765151515151515,37,0.01167929292929293,1,0.0003156565656565657,66,0.020833333333333332,2923,0.9226641414141414,132,0.041666666666666664,0,0.0,5,0.0015782828282828283,0,0.0,0,0.0,1,0.0003156565656565657
District of Columbia - 2012,District of Columbia,2012,2520,2300,0.9126984126984127,196,0.07777777777777778,24,0.009523809523809525,0,0.0,74,0.029365079365079365,2270,0.9007936507936508,142,0.05634920634920635,0,0.0,4,0.0015873015873015873,0,0.0,0,0.0,30,0.011904761904761904
District of Columbia - 2013,District of Columbia,2013,2476,2302,0.9297253634894992,151,0.06098546042003231,22,0.008885298869143781,1,0.0004038772213247173,69,0.027867528271405494,2252,0.9095315024232633,123,0.049676898222940226,0,0.0,5,0.0020193861066235864,0,0.0,0,0.0,21,0.008481421647819063
District of Columbia - 2014,District of Columbia,2014,2237,2051,0.9168529280286097,173,0.0773357174787662,13,0.00581135449262405,0,0.0,61,0.027268663388466695,2038,0.9110415735359857,96,0.042914617791685296,0,0.0,8,0.003576218149307108,0,0.0,0,0.0,10,0.004470272686633884
District of Columbia - 2015,District of Columbia,2015,1803,1664,0.922906267332224,107,0.059345535219079315,32,0.01774819744869662,0,0.0,49,0.027176927343316695,1645,0.9123682750970604,81,0.04492512479201331,0,0.0,4,0.0022185246810870773,0,0.0,0,0.0,4,0.0022185246810870773
District of Columbia - 2016,District of Columbia,2016,1831,1690,0.922992900054615,128,0.06990715456034953,13,0.0070999453850355,0,0.0,59,0.03222282905516111,1665,0.9093391589295466,88,0.0480611687602403,0,0.0,4,0.002184598580010923,0,0.0,5,0.002730748225013654,0,0.0
District of Columbia - 2017,District of Columbia,2017,1919,1737,0.9051589369463262,165,0.0859822824387702,17,0.008858780614903595,0,0.0,35,0.018238665971860343,1772,0.9233976029181865,98,0.05106826472120896,0,0.0,4,0.0020844189682126106,0,0.0,0,0.0,0,0.0
District of Columbia - 2018,District of Columbia,2018,2034,1874,0.9213372664700098,142,0.06981317600786627,18,0.008849557522123894,0,0.0,60,0.029498525073746312,1774,0.872173058013766,90,0.04424778761061947,0,0.0,4,0.0019665683382497543,0,0.0,0,0.0,106,0.05211406096361849
Florida - 2008,Florida,2008,62016,52868,0.8524896800825593,8272,0.13338493292053663,837,0.013496517027863777,39,0.0006288699690402477,27927,0.45031927244582043,23685,0.38191756965944273,3092,0.049858101135190916,27,0.00043537151702786376,79,0.0012738648090815275,4,6.449948400412796e-05,31,0.0004998710010319917,49,0.0007901186790505676
Florida - 2009,Florida,2009,56394,47782,0.8472887186580133,7704,0.13661027768911585,862,0.015285314040500762,46,0.0008156896123701103,24294,0.4307905096286839,20813,0.3690640848317197,2737,0.048533531936021564,25,0.00044330957194027733,54,0.000957548675390999,4,7.092953151044438e-05,54,0.000957548675390999,21,0.00037238004042983294
Florida - 2010,Florida,2010,55185,46765,0.8474223067862644,7711,0.1397299990939567,679,0.012304068134456827,30,0.0005436259853220984,22138,0.4011597354353538,19117,0.3464165987134185,2691,0.04876325088339223,16,0.0002899338588384525,58,0.0010510102382893902,15,0.0002718129926610492,34,0.0006161094500317115,1639,0.029700099664763977
Florida - 2011,Florida,2011,52378,44336,0.84646225514529,7448,0.142197105655046,576,0.01099698346634083,18,0.00034365573332315096,23442,0.44755431669785023,18397,0.3512352514414449,2552,0.048722746191148955,11,0.00021001183703081447,42,0.0008018633777540188,20,0.0003818397036923899,0,0.0,11,0.00021001183703081447
Florida - 2012,Florida,2012,52846,44164,0.8357113121144457,7840,0.14835559928849865,587,0.011107747038564887,33,0.0006244559663929152,22966,0.43458350679332397,17566,0.33239980320175605,2765,0.052321840820497297,19,0.0003595352533777391,62,0.0011732203004957802,1,1.8922908072512583e-05,0,0.0,24,0.000454149793740302
Florida - 2013,Florida,2013,50355,42259,0.839221527157184,7634,0.1516036143381988,444,0.008817396484956807,18,0.00035746201966041106,20180,0.4007546420415053,15074,0.29935458246450203,1573,0.03123820871810148,23,0.0004567570251216364,58,0.0011518220633502136,19,0.0003773210207526561,10,0.0001985900109224506,63,0.0012511170688114387
Florida - 2014,Florida,2014,48618,40728,0.8377144267555227,7401,0.1522275700357892,458,0.009420379283392982,31,0.0006376239252951581,22546,0.4637377103130528,17736,0.36480315932370727,2120,0.04360524908470114,11,0.00022625365091118516,46,0.0009461516310831379,3,6.170554115759595e-05,3,6.170554115759595e-05,81,0.0016660496112550908
Florida - 2015,Florida,2015,46169,38667,0.8375100175442396,7028,0.15222335333232256,456,0.009876757131408521,18,0.0003898719920292837,20797,0.45045376767961187,18819,0.40761116766661615,4591,0.09943901752258008,11,0.00023825510624011782,73,0.0015811475232298728,57,0.0012345946414260651,9,0.00019493599601464186,1,2.1659555112737983e-05
Florida - 2016,Florida,2016,44437,37299,0.8393680941557711,6643,0.14949254000045006,465,0.010464252762337692,30,0.0006751130814411413,19197,0.4320048608141864,16843,0.37903098769043814,4968,0.11179872628665301,28,0.0006301055426783986,74,0.0016652789342214821,28,0.0006301055426783986,47,0.0010576771609244549,0,0.0
Florida - 2017,Florida,2017,44706,37415,0.8369122712834967,6912,0.15461011944705408,367,0.008209188923187043,12,0.0002684203462622467,20719,0.4634500961839574,17015,0.3805976826376773,4142,0.09264975618485215,20,0.00044736724377041114,61,0.001364470093499754,0,0.0,23,0.0005144723303359729,36,0.00080526103878674
Florida - 2018,Florida,2018,44982,37729,0.8387577253123472,6946,0.15441732248454937,291,0.006469254368414033,16,0.0003556978346894313,19357,0.43032768663020765,17669,0.39280156507047265,4698,0.10444177671068428,25,0.0005557778667022365,78,0.0017340269441109778,4,8.892445867235783e-05,3,6.669334400426837e-05,94,0.002089724778800409
Georgia - 2008,Georgia,2008,36553,32189,0.8806117144967581,4007,0.10962164528219298,340,0.009301562115284654,17,0.0004650781057642328,10930,0.29901786447076845,22551,0.6169397860640713,2879,0.07876234508795447,20,0.0005471507126638032,141,0.003857412524279813,6,0.00016414521379914097,12,0.00032829042759828194,7,0.00019150274943233113
Georgia - 2009,Georgia,2009,36365,31940,0.8783170631101334,4153,0.11420321737934827,251,0.006902241165956276,21,0.0005774783445620789,8331,0.2290939089784133,15827,0.4352261790182868,1494,0.04108345937027361,5,0.00013749484394335213,73,0.002007424721572941,1,2.7498968788670424e-05,13,0.0003574865942527155,11,0.0003024886566753747
Georgia - 2010,Georgia,2010,36006,31722,0.8810198300283286,4076,0.11320335499638949,190,0.005276898294728657,18,0.0004999166805532411,9500,0.2638449147364328,18359,0.5098872410153863,2078,0.05771260345497973,65,0.0018052546797755929,90,0.0024995834027662055,2,5.554629783924901e-05,31,0.0008609676165083597,10,0.00027773148919624506
Georgia - 2011,Georgia,2011,36184,31561,0.8722363475569312,4217,0.1165432235242096,240,0.006632765863365023,34,0.0009396418306433783,9502,0.26260225514039354,17894,0.4945279681627239,1607,0.04441189476011497,15,0.00041454786646031395,87,0.002404377625469821,11,0.00030400176873756355,41,0.0011330975016581916,4,0.00011054609772275039
Georgia - 2012,Georgia,2012,31942,27180,0.8509172875837455,3737,0.11699330035689688,172,0.005384759877277566,25,0.0007826685868135997,9187,0.2876150522822616,15354,0.48068373927744035,1644,0.051468286268862316,7,0.0002191472043078079,136,0.004257717112265982,2,6.261348694508798e-05,38,0.0011896562519566715,0,0.0
Georgia - 2013,Georgia,2013,28634,23062,0.8054061605084865,3681,0.12855346790528743,147,0.005133757072012293,29,0.0010127820074037857,8820,0.3080254243207376,12995,0.453831109869386,1336,0.046657819375567504,4,0.00013969406998672905,115,0.00401620451211846,2,6.984703499336453e-05,162,0.005657609834462527,1,3.492351749668226e-05
Georgia - 2014,Georgia,2014,32257,27336,0.8474439656508664,4416,0.13690051771708467,276,0.008556282357317792,36,0.001116036829215364,9776,0.3030660011780389,14392,0.4461667235018756,1352,0.041913383141643674,13,0.0004030132994388815,89,0.00275909105000465,3,9.300306910128034e-05,5,0.00015500511516880057,0,0.0
Georgia - 2015,Georgia,2015,29443,25640,0.8708351730462249,3566,0.12111537547124954,214,0.0072682810854872125,23,0.0007811703970383453,10904,0.3703426960567877,15494,0.5262371361613966,1948,0.06616173623611725,1,3.396393030601501e-05,367,0.01246476242230751,14,0.00047549502428421015,401,0.01361953605271202,2,6.792786061203002e-05
Georgia - 2016,Georgia,2016,32373,28007,0.8651345256849844,3970,0.12263305841287493,339,0.01047168937077194,57,0.0017607265313687333,11220,0.34658511722731905,18822,0.5814104346214438,2067,0.0638495042164767,20,0.0006177987829363976,139,0.004293701541407963,3,9.266981744045964e-05,43,0.0013282673833132548,13,0.00040156920890865844
Georgia - 2017,Georgia,2017,31260,26876,0.8597568777991043,4148,0.1326935380678183,212,0.006781829814459373,24,0.0007677543186180423,12997,0.4157709532949456,15314,0.48989123480486246,2165,0.06925783749200255,11,0.00035188739603326933,327,0.010460652591170825,4,0.00012795905310300704,403,0.012891874600127959,4,0.00012795905310300704
Georgia - 2018,Georgia,2018,27588,23291,0.8442438741481804,4086,0.14810787298825576,189,0.00685080469769465,22,0.0007974481658692185,11891,0.4310207336523126,13245,0.48010004349717267,1987,0.07202406843555169,18,0.0006524575902566333,140,0.005074670146440481,193,0.006995795273307235,28,0.0010149340292880964,13,0.00047121937074090183
Idaho - 2008,Idaho,2008,2387,1957,0.8198575617930457,421,0.1763720150816925,8,0.0033514872224549644,1,0.00041893590280687055,1477,0.6187683284457478,42,0.017595307917888565,367,0.15374947633012148,25,0.010473397570171765,11,0.004608294930875576,0,0.0,0,0.0,0,0.0
Idaho - 2009,Idaho,2009,2245,1919,0.8547884187082405,319,0.14209354120267262,6,0.0026726057906458797,1,0.00044543429844097997,577,0.25701559020044545,56,0.024944320712694878,220,0.09799554565701558,23,0.010244988864142539,7,0.0031180400890868597,0,0.0,0,0.0,930,0.4142538975501114
Idaho - 2010,Idaho,2010,2064,1627,0.7882751937984496,435,0.21075581395348839,2,0.0009689922480620155,0,0.0,1286,0.623062015503876,56,0.027131782945736434,290,0.14050387596899225,23,0.011143410852713179,8,0.003875968992248062,0,0.0,0,0.0,5,0.0024224806201550387
Idaho - 2011,Idaho,2011,2170,1728,0.7963133640552995,441,0.2032258064516129,1,0.0004608294930875576,0,0.0,1145,0.5276497695852534,66,0.030414746543778803,259,0.11935483870967742,20,0.009216589861751152,14,0.0064516129032258064,0,0.0,0,0.0,0,0.0
Idaho - 2012,Idaho,2012,2137,1696,0.7936359382311652,441,0.20636406176883482,0,0.0,0,0.0,1272,0.5952269536733739,54,0.02526906878802059,260,0.12166588675713617,28,0.013102480112306972,11,0.005147402901263453,1,0.0004679457182966776,2,0.0009358914365933552,0,0.0
Idaho - 2013,Idaho,2013,2030,1563,0.7699507389162562,467,0.23004926108374385,0,0.0,0,0.0,1055,0.5197044334975369,52,0.02561576354679803,256,0.12610837438423644,15,0.007389162561576354,10,0.0049261083743842365,1,0.0004926108374384236,3,0.001477832512315271,0,0.0
Idaho - 2014,Idaho,2014,2188,1668,0.7623400365630713,520,0.2376599634369287,0,0.0,0,0.0,1255,0.573583180987203,53,0.024223034734917732,314,0.14351005484460694,20,0.009140767824497258,1,0.0004570383912248629,0,0.0,10,0.004570383912248629,7,0.0031992687385740404
Idaho - 2015,Idaho,2015,2511,1968,0.7837514934289128,542,0.21585025886101156,1,0.00039824771007566706,0,0.0,1836,0.7311827956989247,83,0.03305455993628036,487,0.19394663480684987,79,0.0314615690959777,17,0.0067702110712863405,0,0.0,2,0.0007964954201513341,0,0.0
Idaho - 2016,Idaho,2016,2629,2082,0.7919360973754279,547,0.20806390262457208,0,0.0,0,0.0,2049,0.7793837961201978,86,0.032712057816660325,302,0.11487257512362115,76,0.02890833016356029,13,0.00494484594903005,3,0.0011411182959300114,0,0.0,0,0.0
Idaho - 2017,Idaho,2017,2874,2276,0.7919276270006959,596,0.20737647877522616,2,0.0006958942240779402,0,0.0,2159,0.7512178148921363,97,0.0337508698677801,455,0.1583159359777314,76,0.026443980514961725,20,0.006958942240779402,6,0.0020876826722338203,2,0.0006958942240779402,0,0.0
Idaho - 2018,Idaho,2018,2910,2264,0.7780068728522337,646,0.2219931271477663,0,0.0,0,0.0,2178,0.7484536082474227,104,0.03573883161512027,431,0.14810996563573883,90,0.030927835051546393,30,0.010309278350515464,1,0.0003436426116838488,2,0.0006872852233676976,0,0.0
Illinois - 2008,Illinois,2008,16409,14419,0.8787250898896947,1620,0.09872630873301237,353,0.021512584557255163,17,0.001036016820037784,3991,0.24322018404534096,10159,0.6191114632214029,2174,0.13248826863306723,2,0.00012188433176915108,25,0.0015235541471143885,1,6.094216588457554e-05,0,0.0,0,0.0
Illinois - 2009,Illinois,2009,15742,14122,0.8970905856943209,1293,0.0821369584550883,316,0.020073688222589252,11,0.0006987676280015246,3467,0.22023885148011688,9434,0.5992885275060348,2644,0.16795832803963917,6,0.0003811459789099225,83,0.005272519374920594,1,6.352432981832041e-05,6,0.0003811459789099225,4,0.00025409731927328164
Illinois - 2010,Illinois,2010,15899,14252,0.8964085791559218,1370,0.08616894144285804,268,0.01685640606327442,9,0.0005660733379457827,2556,0.1607648279766023,2568,0.16151959242719668,927,0.05830555380841562,2,0.00012579407509906283,51,0.0032077489150261025,0,0.0,4,0.00025158815019812566,0,0.0
Illinois - 2011,Illinois,2011,15953,14341,0.8989531749514198,1476,0.09252178273678932,129,0.008086253369272238,7,0.00043878894251864854,3402,0.2132514260640632,9682,0.6069077916379364,2547,0.15965649094214254,6,0.0003761048078731273,75,0.004701310098414091,0,0.0,162,0.010154829812574437,0,0.0
Illinois - 2012,Illinois,2012,15316,13852,0.9044136850352572,1337,0.0872943327239488,117,0.007639070253329851,10,0.0006529119874640898,3081,0.20116218333768607,8955,0.5846826847740925,2158,0.14089840689475058,9,0.0005876207887176809,51,0.0033298511360668583,0,0.0,45,0.002938103943588404,2,0.00013058239749281798
Illinois - 2013,Illinois,2013,16662,14984,0.8992918017044772,1553,0.09320609770735806,122,0.007322050174048734,3,0.00018005041411595248,3746,0.2248229504261193,10015,0.6010682991237547,2403,0.14422038170687793,13,0.0007802184611691274,74,0.004441243548193494,0,0.0,53,0.003180890649381827,0,0.0
Illinois - 2014,Illinois,2014,14514,4350,0.2997106242248863,644,0.04437095218409811,5,0.0003444949703734325,1,6.889899407468652e-05,3374,0.23246520600799228,8985,0.6190574617610582,2065,0.14227642276422764,11,0.0007578889348215516,60,0.00413393964448119,4,0.00027559597629874606,12,0.0008267879288962381,0,0.0
Illinois - 2015,Illinois,2015,13299,12206,0.9178133694262727,1091,0.08203624332656591,2,0.0001503872471614407,0,0.0,3174,0.2386645612452064,7923,0.5957590796300474,2004,0.1506880216557636,17,0.001278291600872246,63,0.004737198285585382,3,0.00022558087074216106,57,0.00428603654410106,0,0.0
Illinois - 2016,Illinois,2016,12325,11289,0.9159432048681542,1036,0.08405679513184584,0,0.0,0,0.0,2687,0.21801217038539553,7631,0.6191480730223123,1816,0.14734279918864096,71,0.005760649087221095,76,0.00616632860040568,0,0.0,1,8.113590263691683e-05,22,0.0017849898580121705
Illinois - 2017,Illinois,2017,12094,10980,0.9078882090292707,1114,0.09211179097072929,0,0.0,0,0.0,2514,0.20787167190342318,7625,0.6304779229369936,1806,0.14933024640317513,11,0.0009095419216140235,94,0.007772449148338019,5,0.0004134281461881925,7,0.0005787994046634695,0,0.0
Illinois - 2018,Illinois,2018,10508,9557,0.9094975256947088,951,0.09050247430529121,0,0.0,0,0.0,2279,0.21688237533307955,6516,0.6200989722116482,1571,0.14950513894175865,9,0.0008564902931100114,100,0.00951655881233346,1,9.516558812333461e-05,7,0.0006661591168633422,0,0.0
Indiana - 2008,Indiana,2008,10017,8440,0.8425676350204652,1484,0.14814814814814814,91,0.009084556254367574,2,0.0001996605770190676,4741,0.4732953978236997,3359,0.335329939103524,593,0.05919936108615354,2,0.0001996605770190676,15,0.001497454327643007,0,0.0,0,0.0,0,0.0
Indiana - 2009,Indiana,2009,10262,8898,0.8670824400701618,1294,0.12609627752874683,69,0.006723835509647242,1,9.744689144416293e-05,3883,0.37838627947768466,1937,0.1887546287273436,394,0.038394075229000194,4,0.0003897875657766517,16,0.0015591502631066068,3,0.0002923406743324888,2,0.00019489378288832586,0,0.0
Indiana - 2010,Indiana,2010,9992,8789,0.879603682946357,1139,0.1139911929543635,61,0.0061048839071257,3,0.00030024019215372296,4159,0.41623298638911127,2572,0.25740592473979185,325,0.032526020816653324,4,0.00040032025620496394,14,0.0014011208967173738,0,0.0,3,0.00030024019215372296,312,0.03122497998398719
Indiana - 2011,Indiana,2011,9442,7944,0.8413471722092777,1358,0.14382546070747723,53,0.0056132175386570645,2,0.00021181952976064393,4805,0.5088964202499471,3037,0.32164795594153783,327,0.03463249311586528,4,0.00042363905952128787,7,0.0007413683541622537,0,0.0,4,0.00042363905952128787,15,0.0015886464732048295
Indiana - 2012,Indiana,2012,8554,7269,0.8497778816927753,1216,0.14215571662380172,67,0.007832592938975917,2,0.00023380874444704232,4780,0.5588028992284312,3362,0.39303249941547813,362,0.04231938274491466,2,0.00023380874444704232,14,0.0016366612111292963,3,0.00035071311667056346,13,0.001519756838905775,0,0.0
Indiana - 2013,Indiana,2013,8079,5861,0.725461071914841,1161,0.14370590419606388,50,0.006188884762965714,2,0.00024755539051862855,3289,0.40710483970788464,1877,0.23233073400173287,212,0.026240871394974625,5,0.0006188884762965714,9,0.0011139992573338284,4,0.0004951107810372571,0,0.0,5,0.0006188884762965714
Indiana - 2014,Indiana,2014,8529,7255,0.8506272716613905,1240,0.14538632899519288,48,0.005627857896588111,2,0.00023449407902450463,4109,0.48176808535584476,2635,0.30894594911478485,285,0.03341540626099191,4,0.00046898815804900925,14,0.0016414585531715324,4,0.00046898815804900925,6,0.0007034822370735139,0,0.0
Indiana - 2015,Indiana,2015,8809,7327,0.8317629696900897,1423,0.16153933477125668,56,0.006357134748552617,3,0.00034056079010103305,5125,0.5817913497559314,2892,0.32830060165739583,500,0.05676013168350551,19,0.0021568850039732092,18,0.002043364740606198,2,0.00022704052673402204,11,0.001248722897037121,0,0.0
Indiana - 2016,Indiana,2016,9323,7757,0.8320283170653223,1496,0.1604633701598198,64,0.006864743108441489,6,0.0006435696664163896,5230,0.5609782258929529,3363,0.36072079802638635,474,0.05084200364689478,11,0.0011798777217633808,11,0.0011798777217633808,0,0.0,160,0.01716185777110372,63,0.006757481497372091
Indiana - 2017,Indiana,2017,9285,7578,0.8161550888529887,1652,0.1779213785675821,51,0.005492730210016155,4,0.0004308023694130318,5746,0.6188476036618201,2882,0.3103931071620894,605,0.06515885837372105,4,0.0004308023694130318,29,0.0031233171782444804,1,0.00010770059235325795,2,0.0002154011847065159,0,0.0
Indiana - 2018,Indiana,2018,10586,8716,0.823351596448139,1810,0.17098054033629323,52,0.0049121481201587006,8,0.0007557150954090308,6290,0.5941809937653505,2356,0.22255809559795958,566,0.05346684300018893,4,0.0003778575477045154,26,0.0024560740600793503,2,0.0001889287738522577,110,0.010391082561874173,0,0.0
Iowa - 2008,Iowa,2008,1228,1044,0.8501628664495114,175,0.14250814332247558,9,0.007328990228013029,0,0.0,786,0.6400651465798045,225,0.18322475570032573,167,0.13599348534201955,35,0.028501628664495113,9,0.007328990228013029,0,0.0,0,0.0,0,0.0
Iowa - 2009,Iowa,2009,1778,1560,0.8773903262092239,210,0.11811023622047244,8,0.0044994375703037125,0,0.0,225,0.1265466816647919,38,0.021372328458942633,91,0.051181102362204724,21,0.011811023622047244,1,0.0005624296962879641,0,0.0,0,0.0,0,0.0
Iowa - 2010,Iowa,2010,1979,1679,0.8484082870136432,291,0.14704396159676605,8,0.00404244567963618,1,0.0005053057099545225,315,0.15917129863567459,106,0.053562405255179385,137,0.06922688226376958,18,0.009095502779181405,13,0.006568974229408792,0,0.0,0,0.0,0,0.0
Iowa - 2011,Iowa,2011,2058,1759,0.8547133138969873,284,0.1379980563654033,15,0.007288629737609329,0,0.0,1136,0.5519922254616132,493,0.23955296404275997,362,0.17589893100097181,41,0.019922254616132166,21,0.01020408163265306,0,0.0,0,0.0,0,0.0
